
[0057]  [038]  []  []

-Z/6/749/t1	              {ΓΑΛΗΝΟΥ 
-Z/6/760/16	ὑπαρχούϲηϲ, ἥτιϲ ἂν εὐκρατοτάτη μὲν ᾖ, τὰϲ δὲ τῶν χυμῶν διεξόδουϲ 
-Z/6/761/1	εὐρείαϲ ἔχῃ, δυνατόν ἐϲτιν ὑγιαίνειν ἀεὶ τὸν οὕτω πεφυ|κότα γυμνα-
-Z/6/761/2	ζόμενον αὐτάρκωϲ πρὸ τῶν ϲιτίων, ἐὰν καὶ πλεονάζῃ ποτὲ κατὰ τὰ 
-Z/6/761/3	παχύχυμα τῶν ἐδεϲμάτων, ὁποῖόν ἐϲτιν, ὡϲ ἔφην, ὅ τε χόνδροϲ καὶ 
-Z/6/761/4	τὸ χοίρειον κρέαϲ οἵ τ' ἰπνῖται τῶν ἄρτων ἢ κριβανῖται μέν, οὐ πάνυ 
-Z/6/761/5	δ' ἀκριβῶϲ καλῶϲ προπαρεϲκευαϲμένοι τῇ λελεγμένῃ μικρὸν ἔμπροϲθεν 
-Z/6/761/6	καταϲκευῇ καὶ κατά γε τὸν κρίβανον ἐνδεῶϲ ὠπτημένοι.  
-Z/6/761/7	  τὴν δ' αὐτὴν ἔχει τῷ χόνδρῳ φύϲιν ὁ καλούμενοϲ τράγοϲ, ἐκ τῶν 
-Z/6/761/8	ϲιτηρῶν τροφῶν καὶ αὐτὸϲ ὑπάρχων, δυϲκατεργαϲτότερόϲ γε μὴν εἰϲ 
-Z/6/761/9	τὴν ἐν τῇ γαϲτρὶ πέψιν ἐϲτὶ τοῦ χόνδρου. 
-Z/6/761/10	  παραπληϲίαν δὲ τούτοιϲ δύναμιν ἔχει καὶ ἡ τῶν ᾠῶν φύϲιϲ, ἀλλὰ 
-Z/6/761/11	διοριϲμῶν πλειόνων δεομένη καθάπερ καὶ τὸ γάλα. προϊόντοϲ δὲ τοῦ 
-Z/6/761/12	λόγου διδαχθήϲεται μετ' ὀλίγον ἀκριβῶϲ πᾶϲα. πρότερον γὰρ ὥϲπερ 
-Z/6/761/13	τούτων ἐμνημόνευϲα, τὸν οἷον τύπον ὑπογράφων τῶν εὐχύμων τε καὶ 
-Z/6/761/14	κακοχύμων ἅμα γλιϲχρότητι τροφῶν, οὕτω καὶ τῶν ϲυμμέτρωϲ ἐχουϲῶν 
-Z/6/761/15	βούλομαι μνημονεῦϲαι, μέϲων οὐϲῶν τῇ φύϲει τῶν τε παχυνόντων 
-Z/6/761/16	ἐδεϲμάτων καὶ τῶν λεπτυνόντων, ὑπὲρ ὧν ἑτέρωθι διῆλθον ἐν ἑνὶ 
-Z/6/762/1	γράμ|ματι τῷ Περὶ τῆϲ λεπτυνούϲηϲ διαίτηϲ. ἀλλὰ τῶν μὲν τοιούτων 
-Z/6/762/2	τὰ πλεῖϲτα φάρμακα μᾶλλον ἄν τιϲ ἢ τροφὰϲ εἴποι· τὰ δὲ τοὺϲ παχεῖϲ 
-Z/6/762/3	καὶ γλίϲχρουϲ γεννῶντα χυμοὺϲ ἐδέϲματα τροφιμώτατα πάντ' ἐϲτί, κἂν 
-Z/6/762/4	πεφθῇ καλῶϲ ἔν τε τῇ γαϲτρὶ καὶ τῷ ἥπατι, χρηϲτὸν αἷμα γεννᾶν 
-Z/6/762/5	πέφυκεν. 
-Z/6/762/6	  Ἀμεμπτότατα δὲ τῶν ἐδεϲμάτων ὑπάρχει τὰ μεταξὺ τῶν λεπτυ-
-Z/6/762/7	νόντων τε καὶ παχυνόντων, ὡϲ ἂν ἐν ϲυμμετρίᾳ καὶ μεϲότητι τῶν 
-Z/6/762/8	ὑπερβολῶν καθεϲτῶτα. τοιαῦτα δ' ἐϲτὶν οἵ τε κάλλιϲτοι τῶν ἄρτων, 
-Z/6/762/9	ὑπὲρ ὧν τῆϲ καταϲκευῆϲ ἐπὶ πλέον ἐν τῷ πρώτῳ Περὶ τῶν ἐν ταῖϲ 
-Z/6/762/10	τροφαῖϲ δυνάμεων εἴρηται, καὶ πρὸϲ τούτοιϲ αἱ ϲάρκεϲ τῶν ἀλεκτορίδων 
-Z/6/762/11	τε καὶ ἀλεκτρυόνων ὀρνίθων τε φαϲιανῶν καὶ περδίκων καὶ περιϲτερῶν 
-Z/6/762/12	ἀτταγήνων τε καὶ τρυγόνων καὶ κιχλῶν καὶ κοττύφων καὶ τῶν μικρῶν 
-Z/6/762/13	ϲτρουθίων ἁπάντων ἔτι τε πετραίων ἰχθύων αἰγιαλείων τε καὶ πελα- 
-Z/6/762/14	γίων κωβιῶν τε καὶ ϲμυραινῶν καὶ βουγλώϲϲων ὀνίϲκων τε καὶ πάντων 
-Z/6/763/1	ἁπλῶϲ ἰχθύων, ὅϲοι μήτε γλιϲχρότητά τινα μήτε δυϲωδίαν ἢ ἀη|δίαν 
-Z/6/763/2	ἔχουϲι κατὰ τὴν ἐδωδήν. οὐκ ὀλίγων δὲ χρεία διοριϲμῶν ἐϲτι καὶ περὶ 
-Z/6/763/3	τῆϲ τούτων ἁπάντων φύϲεωϲ, ἣν ἐφεξῆϲ ἐρῶ ἐν τῷ περὶ τῶν κακο-
-Z/6/763/4	χύμων ἐδεϲμάτων λόγῳ προϲθεὶϲ [δὲ] τὰ λείποντα πρότερον. 
[0057]  [038]  []  []

-Z/6/763/5	  ὅϲοιϲ μὲν γὰρ ἀνθρώποιϲ οἷόν τ' ἐϲτὶ γυμναϲίοιϲ τε πλείοϲι χρῆ-
-Z/6/763/6	ϲθαι καὶ κοιμᾶϲθαι, μέχριπερ ἂν ἐθέλωϲι, καὶ βίον ἔξω τῶν πολιτικῶν 
-Z/6/763/7	ἀϲχολιῶν ᾕρηνται, τούτοιϲ ἐγχωρεῖ καὶ τὰ παχύχυμα καὶ γλίϲχρα τῶν 
-Z/6/763/8	ἐδεϲμάτων ἐϲθίειν, καὶ μάλιϲθ' ὅταν ἐπὶ τῷ πλήθει τῆϲ ἐδωδῆϲ αὐτῶν 
-Z/6/763/9	μηδέποτε μηδεμίαν αἴϲθηϲιν ἐν ὑποχονδρίῳ δεξιῷ ϲχῶϲιν ἢ βάρουϲ ἢ 
-Z/6/763/10	τάϲεωϲ. ὅϲοι δ' ἤτοι διὰ τὴν ἡλικίαν ἢ διά τινα ϲυνήθειαν οὐχ οἷοί 
-Z/6/763/11	τε γυμνάζεϲθαι πρὸ τῶν ϲιτίων, οὗτοι πάντων ἀπεχέϲθωϲαν ἐδεϲμάτων, 
-Z/6/763/12	ὅϲα τοιαῦτα. τελέωϲ δ' ἀργοὶ μηδ' αὐτοὶ παραγινέϲθωϲαν ἐπὶ τὰϲ τρο-
-Z/6/763/13	φάϲ, ἀλλ' αἰωρήϲεϲιν ἢ περιπάτοιϲ ἀντὶ τῶν ἰϲχυροτέρων γυμναϲίων 
-Z/6/763/14	χρήϲθωϲαν. μέγιϲτον γάρ τοι κακὸν εἰϲ ὑγιείαϲ φυλακήν ἐϲτιν ἡϲυχία 
-Z/6/763/15	παντελὴϲ τοῦ ϲώματοϲ, ὥϲπερ καὶ μέγιϲτον ἀγαθὸν ἡ ϲύμμετροϲ κίνηϲιϲ. 
-Z/6/764/1	οὐδὲ γὰρ οὐδὲ νοϲή|ϲει τιϲ ὅλωϲ, ἢν ἐπίτηδεϲ προνοῆται τοῦ μηδέ-
-Z/6/764/2	ποτ' ἀπεπτῆϲαι μετὰ τοῦ μηδὲ κινεῖϲθαί τινα κίνηϲιν ἰϲχυρὰν ἐπὶ ϲιτίοιϲ. 
-Z/6/764/3	ὥϲπερ γὰρ ἀγαθὸν μέγιϲτον εἰϲ ὑγίειάν ἐϲτι τὸ πρὸ τῶν ϲιτίων 
-Z/6/764/4	γυμνάϲιον, οὕτω βλαβερώτατον ἅπαϲα κίνηϲιϲ ἐπὶ ϲιτίοιϲ. ἀναδίδοται 
-Z/6/764/5	γὰρ ἐκ τῆϲ κοιλίαϲ ἡ τροφὴ πρὶν πεφθῆναι κἀκ τοῦδε πλῆθοϲ ὠμῶν 
-Z/6/764/6	χυμῶν ἀθροίζεται κατὰ τὰϲ φλέβαϲ, ἐξ ὧν εἴωθε νοϲήματα παντοῖα 
-Z/6/764/7	γίγνεϲθαι μὴ φθαϲάντων αὐτῶν ἤτοι διαφορηθῆναι πόνοιϲ πλείοϲιν ἢ 
-Z/6/764/8	πεφθῆναι καὶ μεταβαλεῖν εἰϲ αἷμα διὰ τῆϲ καθ' ἧπάρ τε καὶ φλέβαϲ 
-Z/6/764/9	δυνάμεωϲ. ἀϲφαλέϲτατον οὖν ἐϲτι φείδεϲθαι τῶν κακοχύμων τε καὶ 
-Z/6/764/10	γλίϲχρων ἐδεϲμάτων, ὅϲοιϲ γε μόνηϲ ὑγιείαϲ ἐϲτὶ φροντίϲ, οὐκ εὐεξίαϲ 
-Z/6/764/11	ϲώματοϲ, ὁποίαν οἱ γυμναϲτικοὶ ϲπουδάζουϲιν.  
-Z/6/764/12	  Ἐφεξῆϲ οὖν ϲοι καταλέξω καὶ τὰ μήπω λελεγμένα κατὰ τὸν 
-Z/6/764/13	ἄχρι δεῦρο λόγον ἐδέϲματα παχύχυμα, πάλιν ἀπὸ τῶν ἄρτων ἀρξάμενοϲ. 
-Z/6/764/14	ὅϲοι τοίνυν τούτων οὔτε ζύμηϲ οὔθ' ἁλῶν ἱκανῶϲ ἔϲχον οὔτ' ἐπὶ πλεῖ-
-Z/6/764/15	ϲτον ἐφυράθηϲαν οὔτ' ἐν κριβάνῳ καλῶϲ ὠπτήθηϲαν, οὗτοι παχύχυμοι 
-Z/6/765/1	πάντεϲ | εἰϲὶ μετὰ τοῦ καὶ γλιϲχρότητοϲ οὐκ ὀλίγηϲ μετέχειν, ὅντινα χυμὸν 
-Z/6/765/2	οἱ περὶ <Πραξαγόραν> τε καὶ <Φυλότιμον> ὀνομάζειν εἰώθαϲι κολλώδη. 
-Z/6/765/3	  παχύχυμοι δ' εἰϲὶ καὶ οἱ τυροὶ πάντεϲ, ἀλλ' οἱ μὲν νέοι χωρὶϲ 
-Z/6/765/4	κακοχυμίαϲ, οἱ παλαιοὶ δὲ καὶ ϲὺν ταύτῃ. γλιϲχρότηϲ δὲ πρὸϲ τῷ πάχει 
-Z/6/765/5	τιϲὶν αὐτῶν, οὐχ ἅπαϲιν, ὑπάρχει διὰ τὴν τοῦ γάλακτοϲ φύϲιν, ἐξ οὗ 
-Z/6/765/6	γεγόναϲιν, οὐ ϲμικρὰν ἔχοντοϲ διαφορὰν ἔν τε τοῖϲ γένεϲι τῶν ζῴων 
-Z/6/765/7	καὶ ταῖϲ τροφαῖϲ, ἃϲ ἐϲθίουϲιν ἄλλαϲ ἐν ἄλλοιϲ τόποιϲ. 
-Z/6/765/8	  αἰγείῳ μὲν οὖν γάλακτι πλείϲτῳ χρώνται παρ' ἡμῖν, ὥϲπερ ἐν 
-Z/6/765/9	ἄλλοιϲ ἔθνεϲι βοείῳ· χρῶνται δὲ καὶ τῷ προβατείῳ πολλάκιϲ. ἀλλὰ 
-Z/6/765/10	τοῦτο μέν ἐϲτι παχὺ τῷ τῶν ὄνων ὑπεναντίωϲ ἔχον ἐν τῷδε· λιπαρὸν 
-Z/6/765/11	δὲ τὸ τῶν βοῶν, ἁπάντων δ' ἔχον ϲυμμέτρωϲ τὸ τῶν αἰγῶν. οὔτε 
-Z/6/765/12	γὰρ ἱκανῶϲ ὑγρόν ἐϲτιν οὔτε λιπαρὸν οὔτε παχὺ καὶ διὰ τοῦτο μέϲον 
-Z/6/765/13	τι τῶν ἄλλων ὑπάρχει κατὰ τὰϲ ἐνεργείαϲ ἃϲ ἐνεργεῖ κατὰ τὸ τῶν 
-Z/6/765/14	ἀνθρώπων ϲῶμα, τοῦ μὲν ὀρώδουϲ καὶ λεπτοῦ γάλακτοϲ ὑπάγοντοϲ 
-Z/6/765/15	μὲν τὴν γαϲτέρα μᾶλλον, ἧττον δὲ τρέφοντοϲ τὸ ϲῶμα, τοῦ δὲ παχέοϲ 
-Z/6/765/16	ἔμπαλιν ἧττον μὲν ὑπάγοντοϲ, τρέφοντοϲ δὲ μᾶλλον. 
-Z/6/766/1	  ϲύγκειται | γὰρ ἐκ τριῶν οὐϲιῶν ἀνομοιομερῶν ἅπαν γάλα, μιᾶϲ 
-Z/6/766/2	μὲν τῆϲ ὀρώδουϲ τε καὶ λεπτῆϲ, ἑτέραϲ δὲ τῆϲ παχείαϲ τε καὶ τυρώ-
-Z/6/766/3	δουϲ καὶ τρίτηϲ τῆϲ ἐλαιώδουϲ τε καὶ λιπαρᾶϲ. οὐ μὴν ἐν ἅπαϲί γε 
-Z/6/766/4	τοῖϲ ζῴοιϲ τὸ μέτρον αὐτῶν ἴϲον, ἀλλ' ἐν μὲν τῷ τῶν καμήλων τε 
-Z/6/766/5	καὶ τῶν ὄνων γάλακτι ἡ ὀρώδηϲ ὑγρότηϲ ἐϲτὶ πλείϲτη, τὸ τυρῶδεϲ δ' 
-Z/6/766/6	ἐν τοῖϲ προβάτοιϲ, ὥϲπερ γε τὸ λιπαρὸν ἐν τῷ τῶν βοῶν γάλακτι. 
-Z/6/766/7	μεϲότητα δ' ἔχει τῶν ὑπερβολῶν ἡ αἲξ ὡϲ πρὸϲ τἄλλα γένη τῶν ζῴων·  
-Z/6/766/8	ἐπεί τοι πάλιν αὗται πρὸϲ ἀλλήλαϲ παραβαλλόμεναι ταῖϲ εἰρημέναιϲ 
-Z/6/766/9	ὑποπεπτώκαϲι διαφοραῖϲ, οὔϲαιϲ οὐ ϲμικραῖϲ οὐδὲ ταῖϲ κατὰ τὴν ἡλι-
-Z/6/766/10	κίαν, ὥϲπερ γε καὶ ταῖϲ κατὰ τὰϲ νομάϲ τε καὶ τὰϲ ὥραϲ τοῦ ἔτουϲ 
-Z/6/766/11	ἔτι τε τὸν χρόνον ὃν ἀφεϲτήκαϲι τῆϲ ἀποκυήϲεωϲ, ὑπὲρ ὧν καὶ αὐτῶν 
-Z/6/766/12	ἐπὶ πλέον ἐν τῷ τρίτῳ Περὶ τῶν ἐν ταῖϲ τροφαῖϲ δυνάμεων εἴρηται. 
-Z/6/766/13	νυνὶ δ' ἀρκεῖ τό γε τοϲοῦτον εἰπεῖν, ὡϲ οὐκ ἀϲφαλὲϲ ἄνευ μέλιτοϲ προϲ-
-Z/6/766/14	φέρεϲθαι τὸ τῶν αἰγῶν γάλα. πολλοῖϲ γὰρ τῶν μόνον αὐτὸ πιόντων 
-Z/6/766/15	ἐτυρώθη κατὰ τὴν γαϲτέρα καὶ θαυμαϲτὸν ὅπωϲ βαρύνει τε καὶ πνίγει 
-Z/6/766/16	τὸν ἄνθρωπον, ἐπειδὰν τοῦτο ϲυμβῇ. θαυμαϲτότερον δ' ἔτι τὸ τοῦ 
-Z/6/767/1	θρομ|βωθέντοϲ αἵματόϲ ἐϲτιν, ἐάν τ' ἐν τραύματι βαθεῖ πάθῃ τιϲ τοι-
-Z/6/767/2	οῦτον ἐάν τ' εἰϲ κοιλίαν ἤ τι τῶν ἐντέρων ϲυρρυῇ· καὶ γὰρ ἐκλύονται 
-Z/6/767/3	καὶ καταψύχονται καὶ μικρόϲφυκτοι καὶ κακόϲφυκτοι γίνονται. καὶ μέν-
-Z/6/767/4	τοι καὶ ϲηπεδόνοϲ ἐπινεμομένηϲ ἐν τάχει τὰ πληϲιάζοντα τῶν ὑγιεινῶν 
-Z/6/767/5	μορίων αἴτιον γίνεται τὸ θρομβωθὲν ἐν τοῖϲ τραύμαϲιν αἷμα. διὰ τίνα 
-Z/6/767/6	μὲν οὖν αἰτίαν ὁ πάντων ἡμῖν τῶν χυμῶν οἰκειότατοϲ, ὅταν ψυχθῇ, 
-Z/6/767/7	τηλικούτων ἡμῖν παθημάτων αἴτιον γίνεται, ζητήϲεωϲ οὐ ϲμικρᾶϲ ἄξιον. 
-Z/6/767/8	ἐναργῶϲ γε μὴν ἔϲτι κἀκ τούτου γνῶναι, πηλίκην ἔχουϲι δύναμιν αἱ 
-Z/6/767/9	τῶν μοχθηρῶν χυμῶν ποιότητεϲ, ὧν ὥϲπερ τινὸϲ μικροῦ καταφρονοῦϲιν 
-Z/6/767/10	ἔνιοι τῶν νῦν ἰατρῶν, ἑπόμενοι τοῖϲ πρώτοιϲ πλαϲαμένοιϲ οὕτω γινώϲκειν. 
-Z/6/767/11	  τὸ γοῦν γάλα πίνουϲί τινεϲ ἐπεμβάλλοντεϲ ἕνεκα τοῦ μὴ τυρω-
-Z/6/767/12	θῆναι κατὰ τὴν γαϲτέρα μέλιτόϲ τε καὶ ὕδατοϲ καὶ τρίτου τῶν ἁλῶν. 
-Z/6/767/13	ἄριϲτον δ' εἰϲ εὐχυμίαν γάλα τὸ τῶν εὐεκτούντων ζῴων ἐϲτίν, ὅταν 
-Z/6/767/14	ἀμελχθῇ, πινόμενον εὐθέωϲ· τὸ δ' ἑψηθὲν ἐπὶ πλέον παχύχυμον ἱκανῶϲ 
-Z/6/767/15	γίνεται καὶ μᾶλλον, ὅταν ἄλευρον πυρῶν ἢ κέγχρων ἢ ἄμυλον ἑψηθῇ 
-Z/6/767/16	μετ' αὐτοῦ. 
-Z/6/768/1	  τυροὶ δὲ παχύχυμοι | μὲν ἅπαντέϲ εἰϲιν, οἱ παλαιοὶ δὲ καὶ κακό-
-Z/6/768/2	χυμοι. τοὺϲ νεοπαγεῖϲ δ' ἐγχωρεῖ μετὰ μέλιτοϲ ἐϲθίειν πρὸ τῶν ϲιτίων  
-Z/6/768/3	ὑπαγωγῆϲ ἕνεκα γαϲτρόϲ· ἧττόν τε γάρ εἰϲι παχύχυμοι τῶν παλαιῶν, 
-Z/6/768/4	οὔδ' ὅλωϲ δὲ κακόχυμοι. ὁ δ' ἐξ αὐτῶν πηγνυμένων ἀπορρέων ὀρὸϲ 
-Z/6/768/5	ἱκανῶϲ ὑπάγει γαϲτέρα. 
-Z/6/768/6	  παχύχυμον δ' ἐϲτὶν ἔδεϲμα καὶ διὰ τοῦτο καὶ τὰϲ καθ' ἧπαρ ἐμ-
-Z/6/768/7	φράττον διεξόδουϲ ὁ διὰ γάλακτοϲ ἢ τυροῦ ϲκευαζόμενοϲ πλακοῦϲ, 
-Z/6/768/8	ὁμοίωϲ δ' αὐτῷ καὶ ὁ διὰ ϲεμιδάλεωϲ καὶ γάλακτοϲ ἢ καὶ λαγάνων 
-Z/6/768/9	τι καὶ ῥυημάτων προϲλαμβάνων. οὐδὲν δ' ἧττον ὅϲα ϲκευάζουϲι διὰ 
-Z/6/768/10	γλεύκουϲ τε καὶ ϲεμιδάλεωϲ ἢ ὅλωϲ ἀλεύρου πυρίνου, κακόχυμα πάντ' ἐϲτί. 
-Z/6/768/11	  καὶ αὐτὰ δὲ καθ' ἑαυτὰ τὰ λάγανά τε καὶ τὰ ῥυήματα καὶ πᾶν 
-Z/6/768/12	ἄζυμον ἐκ πυροῦ πέμμα καὶ μᾶλλον ὅταν καὶ τυροῦ τι προϲλάβῃ, 
-Z/6/768/13	παχύχυμον ἱκανῶϲ ἐϲτιν. ὀνομάζειν δέ μοι δοκοῦϲιν ταῦτα τὰ νῦν ὑφ' 
-Z/6/768/14	ἡμῶν καλούμενα λάγανά τε καὶ ῥυήματα κοινῇ προϲηγορίᾳ τῇ τῶν 
-Z/6/768/15	ἰτρίων <οἱ παλαιοί>. 
-Z/6/768/16	  παχύχυμοι δ' εἰϲὶ καὶ οἱ κοχλίαι καὶ τῶν ᾠῶν ὅϲα μέχρι τελείαϲ 
-Z/6/768/17	πήξεωϲ ἕψουϲί τε καὶ ὀπτῶϲι. τὰ μὲν γὰρ ταγηνιζόμενα καὶ κακόχυμα 
-Z/6/768/18	γίνεται καὶ τὴν ἐν τῇ γαϲτρὶ πέψιν ἴϲχει κνιϲώδη ϲυνδιαφθείρουϲαν 
-Z/6/769/1	ἑαυτῇ καὶ | τἄλλα ϲιτία καὶ διὰ τοῦτο τῶν ἀπεπτουμένων ἐν τοῖϲ 
-Z/6/769/2	χείριϲτα πέφυκεν εἶναι. τὰ δὲ μετρίωϲ ἡψημένα καὶ διὰ τοῦτο καλού-
-Z/6/769/3	μενα τρομητὰ βελτίω καὶ πρὸϲ πέψιν ἐϲτὶ καὶ πρὸϲ ἀνάδοϲιν καὶ πρὸϲ 
-Z/6/769/4	θρέψιν καὶ πρὸϲ εὐχυμίαν, ὥϲπερ γε καὶ τὰ ῥοφητὰ καλούμενα μετρίωϲ 
-Z/6/769/5	ἡψημένα καὶ διὰ τοῦτο καὶ τὰϲ τῆϲ φάρυγγοϲ ἐκλεαίνοντα τραχύτηταϲ, 
-Z/6/769/6	ὅτε μήπω πεπάχυνταί τε καὶ ϲυνῆκται τὸ ἐν αὐτοῖϲ ὑγρόν. 
-Z/6/769/7	  ἀλλὰ καὶ τῶν ἐνύδρων ζῴων τά τε μαλάκια καλούμενα, τευθίδεϲ 
-Z/6/769/8	τε καὶ ϲηπίαι καὶ πολύποδεϲ ὅϲα τ' ἄλλα τοιαῦτα παχὺν καὶ γλίϲχρον 
[0057]  [038]  []  []

-Z/6/769/9	ἔχει χυμόν, ὥϲπερ καὶ οἱ κητώδειϲ τῶν ἰχθύων, ἐξ ὧν εἰϲι καὶ οἱ 
-Z/6/769/10	θύννοι. μετριώτεραι δ' αὐτῶν αἱ πηλαμύδεϲ. ἱκανῶϲ δὲ παχύχυμα τά  
-Z/6/769/11	τε ὄϲτρεα καὶ οἱ κήρυκεϲ αἵ τε πορφύραι καὶ πάνθ' ἁπλῶϲ τὰ καλού-
-Z/6/769/12	μενα πρὸϲ <Ἀριϲτοτέλουϲ> ὀϲτρακόδερμα, χῆμαι, λεπάδεϲ, κτένεϲ, πῖναι 
-Z/6/769/13	καὶ τὰ παραπλήϲια. πορφύραι μὲν οὖν καὶ κήρυκεϲ ϲκληροτέραν ἔχουϲι 
-Z/6/769/14	τῶν ἄλλων τὴν ϲάρκα καὶ διὰ τοῦτο παχυχυμοτέραν, ὑγροτέραν δὲ 
-Z/6/770/1	καὶ γλιϲχροτέραν τἄλλα, μάλιϲτα δὲ πάντων τὰ ὄϲτρεα. | χρὴ δὲ γινώ-
-Z/6/770/2	ϲκειν ἁπάντων αὐτῶν τὸν μὲν χυλὸν ὑπακτικὸν τῆϲ γαϲτρόϲ, ὥϲπερ 
-Z/6/770/3	ἐν τῷ γάλακτι τὸν ὀρόν, αὐτὸ δὲ τὸ ϲτερεὸν ϲῶμα βραδυπόρον τε καὶ 
-Z/6/770/4	παχύχυμον, ὠμοῦ χυμοῦ καὶ παχέοϲ καὶ ψυχροῦ γεννητικόν. 
-Z/6/770/5	  ὑπάρχει δὲ τοῦτο καὶ τῇ κράμβῃ καὶ τοῖϲ φακοῖϲ ἐναργῶϲ, ὥϲπερ 
-Z/6/770/6	ἑτέροιϲ πολλοῖϲ ἀμυδρῶϲ, ὑπὲρ ὧν ἐπὶ πλέον ἐν τοῖϲ τριϲὶν ὑπομνή-
-Z/6/770/7	μαϲι διῆλθον, ἃ Περὶ τῶν ἐν ταῖϲ τροφαῖϲ δυνάμεων ἐπιγέγραπται. 
-Z/6/770/8	τὰ μὲν οὖν ἄλλα τῶν εἰρημένων παχυχύμων πάντ' ἐϲτὶ κολλώδη τε 
-Z/6/770/9	καὶ γλίϲχρα πλὴν ὧν εἶπον ὀϲτρακοδέρμων. ἡ κράμβη δὲ καὶ ἡ φακῆ 
-Z/6/770/10	τοιαύτηϲ τοῦ χυμοῦ φύϲεωϲ οὐ μετειλήφαϲιν, ἀλλὰ τὸν λιτρώδη τε 
-Z/6/770/11	καὶ ὑπακτικὸν ἔχουϲι, καθάπερ τὸ δρακόντιον μὲν τὸν δριμύν τε καὶ 
-Z/6/770/12	πικρὸν ἰϲχυρῶϲ, ἄρον δ' ἀμφοτέρουϲ μὲν ἀλλ' ἀμυδρούϲ, οἱ βολβοὶ δὲ 
-Z/6/770/13	τὸν αὐϲτηρόν τε καὶ πικρόν, οὓϲ ἐὰν ἐκνίψῃϲ ἑψήϲεϲι πλείοϲι, τὸ ϲτε-
-Z/6/770/14	ρεὸν αὐτῶν ἀπολειφθήϲεται παχύχυμον ὑπάρχον. 
-Z/6/770/15	  ἁπάντων δὲ τῶν τοιούτων ἐδεϲμάτων οἱ μύκητεϲ γεννῶϲι ψυχρό-
-Z/6/770/16	τατόν τε καὶ γλίϲχρον ἅμα καὶ παχὺν χυμόν, ἐν οἷϲ ὑπὸ τῶν βωλιτῶν 
-Z/6/771/1	μόνων οὐδεὶϲ ἱϲτόρηται τεθνεώϲ· χολέραν μέντοι | καὶ οὗτοί τιϲιν 
-Z/6/771/2	ἤνεγκαν ἀπεπτηθέντεϲ. ὑπὸ δὲ τῆϲ τῶν ἄλλων μυκήτων ἐδωδῆϲ ἔνιοι  
-Z/6/771/3	μὲν ἀπέθανον, ἔνιοι δ' ἐγγὺϲ ἧκον τοῦ θανάτου, διαρροίαιϲ ἢ χολέραιϲ 
-Z/6/771/4	ἁλόντεϲ ἢ πνιγῆναι κινδυνεύϲαντεϲ. 
-Z/6/771/5	  ἠρέμα δὲ παχύχυμόν ἐϲτι καὶ τὸ καλούμενον ὕδνον, οὐ μὴν κακό-
-Z/6/771/6	χυμόν γε. τῆϲ δ' αὐτῆϲ ἰδέαϲ ἐϲτὶ καὶ τὸ ἄμυλον, ἐπὶ πλέον δ' αὐτῶν 
-Z/6/771/7	ἐϲτι παχύχυμον οὐκ ὂν οὐδ' αὐτὸ κακόχυμον. ὁ 〈δὲ〉 κῶνοϲ καλούμενοϲ 
-Z/6/771/8	(ὀνομάζουϲι δ' οἱ πολλοὶ ϲτροβίλουϲ αὐτούϲ) ἐκ τῶν κακοχύμων ἐϲτί. 
-Z/6/771/9	  ** καὶ ἧπαρ καὶ νεφροὶ καὶ ὄρχειϲ. ἀλλὰ τὸ μὲν ἧπαρ οὐκ 
-Z/6/771/10	ἐϲτὶ κακόχυμον, οἱ νεφροὶ δὲ καὶ οἱ ὄρχειϲ οὐκ εὔχυμοι πλὴν τῶν ἐν 
-Z/6/771/11	τοῖϲ ἀλεκτρυόϲι καὶ μᾶλλον ὅταν ϲιτιϲθῶϲιν, ὥϲπερ γε καὶ τὸ ἧπαρ 
-Z/6/771/12	τῶν ὑῶν, ὅταν ἰϲχάδαϲ ἐϲθίωϲιν, ὃ καλοῦϲι ϲυκωτόν. 
-Z/6/771/13	  ὁ δὲ ϲπλὴν ἐπὶ μὲν τῶν ἄλλων ζῴων ἱκανῶϲ κακόχυμόϲ τε καὶ 
-Z/6/771/14	μελαγχολικόϲ, ἐπὶ δὲ τῶν ὑῶν ἧττόν ἐϲτι τοιοῦτοϲ. 
-Z/6/771/15	  ἡ γε μὴν καρδία ϲκληροτέραν καὶ ἰνωδεϲτέραν ἔχει τὴν οὐϲίαν 
-Z/6/771/16	τῶν ἄλλων ϲπλάγχνων. φαίνεται γὰρ ἐπ' ἐκείνων μὲν ἐν τῷ μεταξὺ 
-Z/6/771/17	τῶν ἀγγείων οὐϲία τιϲ αἵματι πεπηγότι παραπλήϲιοϲ, ἐν δὲ τῇ καρδίᾳ 
-Z/6/772/1	πλῆθοϲ ἰνῶν μακρῶν, ὥϲπερ | ἐν τοῖϲ μυϲίν, αἷϲ περιπέπηγεν ἡ ϲαρ-
-Z/6/772/2	κώδηϲ οὐϲία. διό τινεϲ αὐτὴν ἐν τῷ γένει τῶν μυῶν τάττουϲιν, ὧν ἡ 
-Z/6/772/3	οὐϲία τὸν ὄγκον ἐργάζεται τοῦ ϲώματοϲ ἅπαντα καὶ τὴν ὀνομαζομένην 
-Z/6/772/4	κυρίωϲ ϲάρκα τὴν ἐπὶ τῶν ἱερείων ἐϲθιομένην. ἀλλ' αἱ μὲν ἀρχαὶ τῶν 
